"","phase","question","trialNum","swatch","response","responseCoded","rt","subid","age","timeOfTest","condition","gender","englishExposure","trialComments","sessionComments","ageCalc"
"476","study","do you think this one is an animal?",11,"BI2A00023","skip",NA,17803,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"477","study","do you think this one is an animal?",12,"BI2A00048","skip",NA,569,"p04",3.830136986,NA,"set4","female",NA,NA,"PARENTS TALKING DURING SESSION, GIVING ANSWERS - drop",3y 0m 302d 6H 0M 0S
"478","study","do you think this one is an animal?",1,"BI2A00026","definitely YES",2.5,22804,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"479","study","do you think this one is an animal?",2,"BI2A00036","maybe NO",-0.5,26745,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"480","study","do you think this one is an animal?",3,"BI2A00027","definitely YES",2.5,21958,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"481","study","do you think this one is an animal?",4,"BI2A00035","definitely NO",-2.5,18273,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"482","study","do you think this one is an animal?",5,"BI2A00007","maybe YES",0.5,21511,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"483","study","do you think this one is an animal?",6,"BI2A00019","definitely YES",2.5,29024,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"484","study","do you think this one is an animal?",7,"BI2A00025","probably NO",-1.5,25284,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"485","study","do you think this one is an animal?",8,"BI2A00017","definitely YES",2.5,21660,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"486","study","do you think this one is an animal?",9,"BI2A00010","definitely YES",2.5,17311,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"487","study","do you think this one is an animal?",10,"BI2A00005","maybe YES",0.5,14195,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"488","study","do you think this one is an animal?",11,"BI2A00018","definitely NO",-2.5,15235,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"489","study","do you think this one is an animal?",12,"BI2A00044","definitely NO",-2.5,8898,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"490","bonus","do you think this can feel happy?",13,"BI2A00007","definitely YES",2.5,17701,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"491","bonus","do you think this one has feelings?",14,"BI2A00018","definitely NO",-2.5,16660,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"492","bonus","do you think this one can feel hungry?",15,"BI2A00005","definitely YES",2.5,14068,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"493","bonus","do you think this one can think?",16,"BI2A00017","definitely YES",2.5,15843,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"494","bonus","do you think this one can feel pain?",17,"BI2A00044","maybe NO",-0.5,16631,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"495","bonus","do you think this one can sense things nearby?",18,"BI2A00035","definitely NO",-2.5,18694,"p05",4.693150685,NA,"set3","female","always",NA,NA,4y 0m 252d 0H 0M 0S
"496","study","do you think this one is an animal?",1,"BI2A00008","y",NA,13834,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"497","study","do you think this one is an animal?",2,"BI2A00003","y",NA,6708,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"498","study","do you think this one is an animal?",3,"BI2A00047","y",NA,6074,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"499","study","do you think this one is an animal?",4,"BI2A00015","y",NA,4702,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"500","study","do you think this one is an animal?",5,"BI2A00033","y",NA,6277,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"501","study","do you think this one is an animal?",6,"BI2A00046","y",NA,8057,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"502","study","do you think this one is an animal?",7,"BI2A00014","y",NA,16725,"p06",3.287671233,NA,"set1","female","always","maybe a giraffe",NA,3y 0m 104d 6H 0M 0S
"503","study","do you think this one is an animal?",8,"BI2A00031","y",NA,17155,"p06",3.287671233,NA,"set1","female","always","maybe a polkadot",NA,3y 0m 104d 6H 0M 0S
"504","study","do you think this one is an animal?",9,"BI2A00043","y",NA,13347,"p06",3.287671233,NA,"set1","female","always","maybe a panda",NA,3y 0m 104d 6H 0M 0S
"505","study","do you think this one is an animal?",10,"BI2A00020","y",NA,8274,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"506","study","do you think this one is an animal?",11,"BI2A00028","y",NA,9639,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"507","study","do you think this one is an animal?",12,"BI2A00030","y",NA,15524,"p06",3.287671233,NA,"set1","female","always","a baby panda",NA,3y 0m 104d 6H 0M 0S
"508","bonus","do you think this can feel happy?",13,"BI2A00043","y",NA,11193,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"509","bonus","do you think this one can think?",14,"BI2A00046","y",NA,7455,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"510","bonus","do you think this one has feelings?",15,"BI2A00020","y",NA,9240,"p06",3.287671233,NA,"set1","female","always","",NA,3y 0m 104d 6H 0M 0S
"511","bonus","do you think this one can feel hungry?",16,"BI2A00003","skip",NA,17981,"p06",3.287671233,NA,"set1","female","always","baby giraffe",NA,3y 0m 104d 6H 0M 0S
"512","bonus","do you think this one can feel pain?",17,"BI2A00008","skip",NA,20844,"p06",3.287671233,NA,"set1","female","always","a brother giraffe",NA,3y 0m 104d 6H 0M 0S
"513","bonus","do you think this one can sense things nearby?",18,"BI2A00031","skip",NA,15234,"p06",3.287671233,NA,"set1","female","always","a baby giraffe",NA,3y 0m 104d 6H 0M 0S
"514","study","do you think this one is an animal?",1,"BI2A00006","n",NA,17843,"p07",3.347945205,NA,"set2","female",NA,NA,"LIMITED ENGLISH - drop",3y 0m 126d 6H 0M 0S
"515","study","do you think this one is an animal?",2,"BI2A00045","n",NA,7673,"p07",3.347945205,NA,"set2","female",NA,NA,"LIMITED ENGLISH - drop",3y 0m 126d 6H 0M 0S
"516","study","do you think this one is an animal?",3,"BI2A00032","n",NA,9039,"p07",3.347945205,NA,"set2","female",NA,NA,"LIMITED ENGLISH - drop",3y 0m 126d 6H 0M 0S
"517","study","do you think this one is an animal?",4,"BI2A00013","n",NA,7869,"p07",3.347945205,NA,"set2","female",NA,NA,"LIMITED ENGLISH - drop",3y 0m 126d 6H 0M 0S
"518","study","do you think this one is an animal?",5,"BI2A00013","n",NA,NA,"p07",3.347945205,NA,"set2","female",NA,NA,"LIMITED ENGLISH - drop",3y 0m 126d 6H 0M 0S
"519","study","do you think this one is an animal?",1,"BI2A00005","y",NA,39040,"p08",5.323287671,NA,"set3","female",NA,"",NA,5y 0m 116d 18H 0M 0S
"520","study","do you think this one is an animal?",2,"BI2A00010","n",NA,13442,"p08",5.323287671,NA,"set3","female",NA,"",NA,5y 0m 116d 18H 0M 0S
"521","study","do you think this one is an animal?",3,"BI2A00017","n",NA,20082,"p08",5.323287671,NA,"set3","female",NA,"brown wall",NA,5y 0m 116d 18H 0M 0S
"522","study","do you think this one is an animal?",4,"BI2A00035","n",NA,10121,"p08",5.323287671,NA,"set3","female",NA,"rug",NA,5y 0m 116d 18H 0M 0S
"523","study","do you think this one is an animal?",5,"BI2A00025","n",NA,16557,"p08",5.323287671,NA,"set3","female",NA,"carpet",NA,5y 0m 116d 18H 0M 0S
"524","study","do you think this one is an animal?",6,"BI2A00007","y",NA,11654,"p08",5.323287671,NA,"set3","female",NA,"chick",NA,5y 0m 116d 18H 0M 0S
"525","study","do you think this one is an animal?",7,"BI2A00019","skip",NA,27121,"p08",5.323287671,NA,"set3","female",NA,"IDK",NA,5y 0m 116d 18H 0M 0S
"526","study","do you think this one is an animal?",8,"BI2A00036","n",NA,12594,"p08",5.323287671,NA,"set3","female",NA,"carpet",NA,5y 0m 116d 18H 0M 0S
"527","study","do you think this one is an animal?",9,"BI2A00044","n",NA,26550,"p08",5.323287671,NA,"set3","female",NA,"on the ground when you walking",NA,5y 0m 116d 18H 0M 0S
"528","study","do you think this one is an animal?",10,"BI2A00026","n",NA,23910,"p08",5.323287671,NA,"set3","female",NA,"a pokey thing",NA,5y 0m 116d 18H 0M 0S
"529","study","do you think this one is an animal?",11,"BI2A00027","n",NA,13992,"p08",5.323287671,NA,"set3","female",NA,"a white and dirty wall",NA,5y 0m 116d 18H 0M 0S
"530","study","do you think this one is an animal?",12,"BI2A00018","n",NA,8123,"p08",5.323287671,NA,"set3","female",NA,"",NA,5y 0m 116d 18H 0M 0S
"531","bonus","do you think this one can feel hungry?",13,"BI2A00007","n",NA,10646,"p08",5.323287671,NA,"set3","female",NA,"",NA,5y 0m 116d 18H 0M 0S
"532","bonus","do you think this one can think?",14,"BI2A00017","n",NA,8386,"p08",5.323287671,NA,"set3","female",NA,"",NA,5y 0m 116d 18H 0M 0S
"533","bonus","do you think this can feel happy?",15,"BI2A00035","n",NA,29856,"p08",5.323287671,NA,"set3","female",NA,"not a living thing",NA,5y 0m 116d 18H 0M 0S
"534","bonus","do you think this one can see?",16,"BI2A00018","n",NA,14958,"p08",5.323287671,NA,"set3","female",NA,"no eyes",NA,5y 0m 116d 18H 0M 0S
"535","bonus","do you think this one can feel pain",17,"BI2A00044","n",-2.5,9623,"p08",5.323287671,NA,"set3","female",NA,"",NA,5y 0m 116d 18H 0M 0S
"536","bonus","do you think this one can feel sad?",18,"BI2A00005","y",NA,11020,"p08",5.323287671,NA,"set3","female",NA,"",NA,5y 0m 116d 18H 0M 0S
"537","practice",NA,1,"apple_1","skip",NA,12140,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"538","practice",NA,2,"apple_2","skip",NA,4135,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"539","practice",NA,3,"apple_3","skip",NA,3763,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"540","practice",NA,4,"apple_1","skip",NA,19523,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"541","study","do you think this one is an animal?",5,"BI2A00024","definitely YES",2.5,13629,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"542","study","do you think this one is an animal?",6,"BI2A00022","skip",NA,43900,"p09",6.378082192,"14:42","set4","male","always","both",NA,6y 0m 136d 12H 0M 0S
"543","study","do you think this one is an animal?",7,"BI2A00001","probably YES",1.5,15461,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"544","study","do you think this one is an animal?",8,"BI2A00042","probably YES",1.5,15693,"p09",6.378082192,"14:42","set4","male","always","dolphin",NA,6y 0m 136d 12H 0M 0S
"545","study","do you think this one is an animal?",9,"BI2A00029","definitely YES",2.5,25634,"p09",6.378082192,"14:42","set4","male","always","koalas",NA,6y 0m 136d 12H 0M 0S
"546","study","do you think this one is an animal?",10,"BI2A00011","definitely YES",2.5,20660,"p09",6.378082192,"14:42","set4","male","always","elephant",NA,6y 0m 136d 12H 0M 0S
"547","study","do you think this one is an animal?",11,"BI2A00048","definitely YES",2.5,11089,"p09",6.378082192,"14:42","set4","male","always","zebra",NA,6y 0m 136d 12H 0M 0S
"548","study","do you think this one is an animal?",12,"BI2A00012","probably NO",-1.5,32815,"p09",6.378082192,"14:42","set4","male","always","IDK maybe",NA,6y 0m 136d 12H 0M 0S
"549","study","do you think this one is an animal?",13,"BI2A00039","definitely NO",-2.5,14817,"p09",6.378082192,"14:42","set4","male","always","rocks, cause animals don't have that",NA,6y 0m 136d 12H 0M 0S
"550","study","do you think this one is an animal?",14,"BI2A00021","definitely NO",-2.5,23544,"p09",6.378082192,"14:42","set4","male","always","ground",NA,6y 0m 136d 12H 0M 0S
"551","study","do you think this one is an animal?",15,"BI2A00009","maybe YES",0.5,28263,"p09",6.378082192,"14:42","set4","male","always","IDK what kind",NA,6y 0m 136d 12H 0M 0S
"552","study","do you think this one is an animal?",16,"BI2A00023","maybe NO",-0.5,28520,"p09",6.378082192,"14:42","set4","male","always","sometimes",NA,6y 0m 136d 12H 0M 0S
"553","bonus","Do you think this one has feelings?",17,"BI2A00048","skip",NA,17745,"p09",6.378082192,"14:42","set4","male","always","IDK maybe",NA,6y 0m 136d 12H 0M 0S
"554","bonus","Do you think this one can feel hungry?",18,"BI2A00011","definitely YES",2.5,11896,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"555","bonus","Do you think this one can sense things nearby?",19,"BI2A00022","definitely NO",-2.5,12330,"p09",6.378082192,"14:42","set4","male","always","",NA,6y 0m 136d 12H 0M 0S
"556","bonus","Do you think this one can think?",20,"BI2A00009","maybe YES",0.5,13267,"p09",6.378082192,"14:42","set4","male","always","all animals can think",NA,6y 0m 136d 12H 0M 0S
"557","bonus","Do you think this one can feel pain?",21,"BI2A00023","skip",NA,14201,"p09",6.378082192,"14:42","set4","male","always","maybe both",NA,6y 0m 136d 12H 0M 0S
"558","bonus","Do you think this can feel happy?",22,"BI2A00039","definitely NO",-2.5,18446,"p09",6.378082192,"14:42","set4","male","always","does not",NA,6y 0m 136d 12H 0M 0S
"559","practice",NA,1,"apple_1","skip",NA,19075,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"560","practice",NA,2,"apple_2","skip",NA,3398,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"561","practice",NA,3,"apple_3","skip",NA,20107,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"562","practice",NA,4,"apple_1","skip",NA,9592,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"563","study","do you think this one is an animal?",5,"BI2A00005","definitely YES",2.5,17821,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"564","study","do you think this one is an animal?",6,"BI2A00019","definitely YES",2.5,12970,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"565","study","do you think this one is an animal?",7,"BI2A00027","definitely NO",-2.5,19251,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"566","study","do you think this one is an animal?",8,"BI2A00035","definitely NO",-2.5,5438,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"567","study","do you think this one is an animal?",9,"BI2A00036","definitely NO",-2.5,24439,"p10",6.668493151,"15:00","set3","male","always","kind of looks like wool",NA,6y 0m 242d 12H 0M 0S
"568","study","do you think this one is an animal?",10,"BI2A00026","maybe NO",-0.5,31973,"p10",6.668493151,"15:00","set3","male","always","kind of looks like hay",NA,6y 0m 242d 12H 0M 0S
"569","study","do you think this one is an animal?",11,"BI2A00044","definitely NO",-2.5,3801,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"570","study","do you think this one is an animal?",12,"BI2A00010","probably YES",1.5,10225,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"571","study","do you think this one is an animal?",13,"BI2A00018","definitely NO",-2.5,10680,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"572","study","do you think this one is an animal?",14,"BI2A00017","definitely NO",-2.5,6129,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"573","study","do you think this one is an animal?",15,"BI2A00025","definitely NO",-2.5,5450,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"574","study","do you think this one is an animal?",16,"BI2A00007","definitely YES",2.5,5318,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"575","bonus","Do you think this one can think?",17,"BI2A00018","probably NO",-1.5,27021,"p10",6.668493151,"15:00","set3","male","always","if it's not an animal",NA,6y 0m 242d 12H 0M 0S
"576","bonus","Do you think this one has feelings?",18,"BI2A00044","definitely NO",-2.5,19611,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"577","bonus","Do you think this can feel happy?",19,"BI2A00007","probably YES",1.5,17309,"p10",6.668493151,"15:00","set3","male","always","it's an animal so it can",NA,6y 0m 242d 12H 0M 0S
"578","bonus","Do you think this one can feel pain?",20,"BI2A00005","definitely YES",2.5,20302,"p10",6.668493151,"15:00","set3","male","always","if it's an animal",NA,6y 0m 242d 12H 0M 0S
"579","bonus","Do you think this one can see?",21,"BI2A00017","probably NO",-1.5,12303,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"580","bonus","Do you think this one can feel hungry?",22,"BI2A00035","definitely NO",-2.5,10169,"p10",6.668493151,"15:00","set3","male","always","",NA,6y 0m 242d 12H 0M 0S
"581","practice",NA,1,"apple_1","skip",NA,11918,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"582","practice",NA,2,"apple_2","skip",NA,4508,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"583","practice",NA,3,"apple_3","skip",NA,3408,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"584","practice",NA,4,"apple_1","skip",NA,11092,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"585","study","do you think this one is an animal?",5,"BI2A00032","YES",NA,27410,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"586","study","do you think this one is an animal?",6,"BI2A00034","YES",NA,17933,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"587","study","do you think this one is an animal?",7,"BI2A00006","definitely YES",2.5,14619,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"588","study","do you think this one is an animal?",8,"BI2A00038","maybe YES",0.5,27188,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"589","study","do you think this one is an animal?",9,"BI2A00037","YES",NA,18202,"p11",5.115068493,"15:15","set2","male",NA,"looks like wood or tree",NA,5y 0m 40d 18H 0M 0S
"590","study","do you think this one is an animal?",10,"BI2A00045","NO",NA,33623,"p11",5.115068493,"15:15","set2","male",NA,"sheep",NA,5y 0m 40d 18H 0M 0S
"591","study","do you think this one is an animal?",11,"BI2A00004","YES",NA,15892,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"592","study","do you think this one is an animal?",12,"BI2A00040","NO",NA,11471,"p11",5.115068493,"15:15","set2","male",NA,"hair of animal",NA,5y 0m 40d 18H 0M 0S
"593","study","do you think this one is an animal?",13,"BI2A00013","YES",NA,15879,"p11",5.115068493,"15:15","set2","male",NA,"floor",NA,5y 0m 40d 18H 0M 0S
"594","study","do you think this one is an animal?",14,"BI2A00016","YES",NA,27435,"p11",5.115068493,"15:15","set2","male",NA,"dog fur",NA,5y 0m 40d 18H 0M 0S
"595","study","do you think this one is an animal?",15,"BI2A00002","YES",NA,8024,"p11",5.115068493,"15:15","set2","male",NA,"camel",NA,5y 0m 40d 18H 0M 0S
"596","study","do you think this one is an animal?",16,"BI2A00041","NO",NA,18384,"p11",5.115068493,"15:15","set2","male",NA,"fur of zebras",NA,5y 0m 40d 18H 0M 0S
"597","bonus","Do you think this one can feel pain?",17,"BI2A00002","NO",NA,9639,"p11",5.115068493,"15:15","set2","male",NA,"a part of a wood of a É",NA,5y 0m 40d 18H 0M 0S
"598","bonus","Do you think this one can feel hurt?",18,"BI2A00034","YES",NA,10109,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"599","bonus","Do you think this one has feelings?",19,"BI2A00045","YES",NA,9727,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"600","bonus","Do you think this one can think?",20,"BI2A00040","YES",NA,8128,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"601","bonus","Do you think this can feel happy?",21,"BI2A00032","YES",NA,4710,"p11",5.115068493,"15:15","set2","male",NA,"",NA,5y 0m 40d 18H 0M 0S
"602","bonus","Do you think this one can feel hungry?",22,"BI2A00006","skip",NA,10987,"p11",5.115068493,"15:15","set2","male",NA,"maybe",NA,5y 0m 40d 18H 0M 0S
"603","practice",NA,1,"apple_1","skip",NA,13417,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"604","practice",NA,2,"apple_2","skip",NA,4035,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"605","practice",NA,3,"apple_3","skip",NA,2978,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"606","practice",NA,4,"apple_1","skip",NA,11790,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"607","study","do you think this one is an animal?",5,"BI2A00009","YES",NA,15903,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"608","study","do you think this one is an animal?",6,"BI2A00039","NO",NA,30861,"p12",5.736986301,"16:45","set4","female",NA,"definitely st very hard",NA,5y 0m 267d 18H 0M 0S
"609","study","do you think this one is an animal?",7,"BI2A00048","NO",NA,15260,"p12",5.736986301,"16:45","set4","female",NA,"sweater",NA,5y 0m 267d 18H 0M 0S
"610","study","do you think this one is an animal?",8,"BI2A00001","YES",NA,11940,"p12",5.736986301,"16:45","set4","female",NA,"raccooon",NA,5y 0m 267d 18H 0M 0S
"611","study","do you think this one is an animal?",9,"BI2A00023","NO",NA,17932,"p12",5.736986301,"16:45","set4","female",NA,"yarn",NA,5y 0m 267d 18H 0M 0S
"612","study","do you think this one is an animal?",10,"BI2A00021","NO",NA,18930,"p12",5.736986301,"16:45","set4","female",NA,"bread",NA,5y 0m 267d 18H 0M 0S
"613","study","do you think this one is an animal?",11,"BI2A00029","NO",NA,14280,"p12",5.736986301,"16:45","set4","female",NA,"carpet",NA,5y 0m 267d 18H 0M 0S
"614","study","do you think this one is an animal?",12,"BI2A00011","YES",NA,11170,"p12",5.736986301,"16:45","set4","female",NA,"elephant",NA,5y 0m 267d 18H 0M 0S
"615","study","do you think this one is an animal?",13,"BI2A00012","definitely NO",-2.5,24615,"p12",5.736986301,"16:45","set4","female",NA,"lots of hair on it",NA,5y 0m 267d 18H 0M 0S
"616","study","do you think this one is an animal?",14,"BI2A00024","YES",NA,14562,"p12",5.736986301,"16:45","set4","female",NA,"porcupine",NA,5y 0m 267d 18H 0M 0S
"617","study","do you think this one is an animal?",15,"BI2A00042","definitely NO",-2.5,14215,"p12",5.736986301,"16:45","set4","female",NA,"water",NA,5y 0m 267d 18H 0M 0S
"618","study","do you think this one is an animal?",16,"BI2A00022","NO",NA,14316,"p12",5.736986301,"16:45","set4","female",NA,"not really",NA,5y 0m 267d 18H 0M 0S
"619","bonus","Do you think this can feel happy?",17,"BI2A00048","NO",NA,12507,"p12",5.736986301,"16:45","set4","female",NA,"because it",NA,5y 0m 267d 18H 0M 0S
"620","bonus","Do you think this one can feel hungry?",18,"BI2A00023","NO",NA,6066,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"621","bonus","Do you think this one can sense things nearby?",19,"BI2A00009","YES",NA,11653,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"622","bonus","Do you think this one can feel hurt?",20,"BI2A00022","skip",NA,23161,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"623","bonus","Do you think this one has feelings?",21,"BI2A00039","NO",NA,7074,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"624","bonus","Do you think this one can think?",22,"BI2A00011","YES",NA,8480,"p12",5.736986301,"16:45","set4","female",NA,"",NA,5y 0m 267d 18H 0M 0S
"625","practice",NA,1,"apple_1","skip",NA,12171,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"626","practice",NA,2,"apple_2","skip",NA,5484,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"627","practice",NA,3,"apple_3","skip",NA,2965,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"628","practice",NA,4,"apple_1","skip",NA,12151,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"629","study","do you think this one is an animal?",5,"BI2A00048","NO",NA,18341,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"630","study","do you think this one is an animal?",6,"BI2A00039","maybe NO",-0.5,9283,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"631","study","do you think this one is an animal?",7,"BI2A00022","definitely NO",-2.5,20879,"p13",5.504109589,"14:28","set4","female",NA,"rock","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"632","study","do you think this one is an animal?",8,"BI2A00024","definitely YES",2.5,21936,"p13",5.504109589,"14:28","set4","female",NA,"bear","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"633","study","do you think this one is an animal?",9,"BI2A00011","definitely YES",2.5,14263,"p13",5.504109589,"14:28","set4","female",NA,"elephant","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"634","study","do you think this one is an animal?",10,"BI2A00001","maybe YES",0.5,16511,"p13",5.504109589,"14:28","set4","female",NA,"raccooon","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"635","study","do you think this one is an animal?",11,"BI2A00009","maybe NO",-0.5,37689,"p13",5.504109589,"14:28","set4","female",NA,"looks like a monkey","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"636","study","do you think this one is an animal?",12,"BI2A00042","definitely NO",-2.5,15139,"p13",5.504109589,"14:28","set4","female",NA,"definitely water","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"637","study","do you think this one is an animal?",13,"BI2A00023","definitely NO",-2.5,20950,"p13",5.504109589,"14:28","set4","female",NA,"IDK","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"638","study","do you think this one is an animal?",14,"BI2A00029","maybe YES",0.5,15525,"p13",5.504109589,"14:28","set4","female",NA,"","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
